"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"rank"
"MAF"	0.0126910916275906	1.88863251639587	0.00417581479711761	0.9892995330363	0.999416097358588	-0.00467219591582401
"FAM186B"	0.010842753378893	2.10889403134699	0.0034240726387108	0.989388820272731	0.999416097358588	-0.00463300131092543
"MYG1"	0.00315704695485187	4.79493312522	0.00277884921889276	0.989768274352015	0.999416097358588	-0.00446647100846942
"TAS2R5"	0.0123285279387524	1.857585648798	0.00396788445578717	0.989840763059933	0.999416097358588	-0.00443466528797796
"ZNF674"	0.00561490245370992	3.26579424318889	0.00225027504458353	0.99008651711438	0.999416097358588	-0.00432685362098541
"NDUFB6"	0.00139014925491485	6.89281496629295	0.000836979556908906	0.990350194860638	0.999416097358588	-0.00421120863199408
"AMZ1"	0.0122425766888938	1.79293828356858	0.00288740714093149	0.990398285432989	0.999416097358588	-0.00419012016930888
"PMS2CL"	0.00415595783954228	3.89037425914263	0.00274476631885703	0.990488682912162	0.999416097358588	-0.00415048224242321
"C21orf62-AS1"	0.00980695811682639	2.07606361021242	0.00272954466544695	0.990599976163291	0.999416097358588	-0.00410168680394767
"ACAT1"	0.00118213085250433	7.26505011354638	0.00064476640201109	0.990676071404278	0.999416097358588	-0.00406832674458936
"SERPINB5"	0.00795645933214757	2.37249607362681	0.00295090222423612	0.990896229796185	0.999416097358588	-0.00397182400776228
"MAB21L2"	0.00734765928372134	2.49880935434044	0.00282585195663106	0.990993899017871	0.999416097358588	-0.00392901920900205
"OR8B7P"	0.0118076779813232	1.71652938784789	0.00219437567601766	0.991283371727625	0.999416097358588	-0.00380217882874174
"ZNF581"	0.00256978520944209	4.88417255132559	0.00176727733713471	0.991389516134844	0.999416097358588	-0.00375567803613358
"DIO2"	0.00730835336313292	2.42404007631941	0.00161932411309329	0.991396870113655	0.999416097358588	-0.00375245651672052
"SPRYD7"	0.00272083001197548	4.68604349962707	0.00144069886474079	0.99154012874695	0.999416097358588	-0.00368970471566077
"RNF6"	0.00135025370217944	6.59605630007661	0.000858226728673029	0.991612414660221	0.999416097358588	-0.00365804464657409
"FZD8"	0.00210183649619448	5.29775496504023	0.00143917638452141	0.99178663322063	0.999416097358588	-0.00358174919840778
"TTC3"	0.000518544577300805	8.72124065564187	0.000174302645945408	0.992024658424149	0.999416097358588	-0.00347753259940601
"C19orf67"	0.00953659102422193	1.84476231683906	0.00216636348183424	0.99221498255328	0.999416097358588	-0.00339421935679041
"TSG101"	0.00141945340889306	6.24029954231256	0.000912151177856219	0.992240025140569	0.999416097358588	-0.00338325830458153
"ARIH1"	0.00118314692448154	6.69844283215962	0.000822867443109803	0.992378235548862	0.999416097358588	-0.00332276907201806
"CGA"	0.00379186983841475	3.52789528820919	0.00182605416210038	0.992512708105105	0.999416097358588	-0.00326392383478241
"RMDN2"	0.00538536839029228	2.74334900872924	0.00164591821415625	0.992518928430942	0.999416097358588	-0.00326120201097167
"LMAN2L"	0.00207131848051657	5.01585763130468	0.00088926422873845	0.99270851239963	0.999416097358588	-0.00317825406252467
"DHRS7B"	0.00176642874866878	5.4417255280811	0.00112516707191989	0.992727977158392	0.999416097358588	-0.00316973861781853
"TCIM"	0.00899733063243494	1.81263184162348	0.00179663387647982	0.99283316491582	0.999416097358588	-0.00312372395557574
"NUP153-AS1"	0.00429360029366091	3.11662477487056	0.00165061192429011	0.992906377602447	0.999416097358588	-0.00309169974984175
"SATL1"	0.00674990077809191	2.20081211927568	0.00145939350677927	0.993011656359343	0.999416097358588	-0.00304565355614951
"HS2ST1"	0.00159178402000234	5.57270065388753	0.000927755995563127	0.993117055875015	0.999416097358588	-0.00299955943565003
"PCDHA3"	0.00491145026976204	2.73408743596702	0.00138317057449516	0.993216449298965	0.999416097358588	-0.00295609642656061
"DRD4"	0.00851841692211471	1.79791279701546	0.00149120451547772	0.993291798473796	0.999416097358588	-0.00292315044619789
"GRIN3B"	0.00681978870285615	2.05732639766803	0.00152248641962307	0.993541803605477	0.999416097358588	-0.00281385508336937
"NPIPB15"	0.00680716692605709	2.04333040715267	0.00116907352842111	0.993611796543616	0.999416097358588	-0.00278326102479608
"COG1"	0.00193195428515498	4.78847028153876	0.000805731775425457	0.993749264980977	0.999416097358588	-0.00272317955793752
"SEC31B"	0.00316178665214955	3.52312505487405	0.00100287615713314	0.993771647866126	0.999416097358588	-0.00271339776047631
"C1orf198"	0.00143929691293123	5.58507357836971	0.000740333411699975	0.99377402941194	0.999416097358588	-0.0027123569872078
"CFLAR-AS1"	0.00630928958303009	2.05871853768047	0.00112464312639982	0.994020703901076	0.999416097358588	-0.0026045698317107
"TSTD1"	0.00116978204499719	5.93201576180664	0.000495144143764827	0.994269863184613	0.999416097358588	-0.00249572406810575
"EMC4"	0.000886103576843389	6.60863263576984	0.000347746128352665	0.994452873767023	0.999416097358588	-0.0024157928792898
"MAN1A2"	0.000640047518834019	7.50462464808345	0.000283651543751843	0.994526478864328	0.999416097358588	-0.0023836494710922
"ATP1B1P1"	0.00627693398398035	1.93009889239002	0.000740768193615967	0.994537131076607	0.999416097358588	-0.00237899783804259
"MCRIP1"	0.0047048581507367	2.30843502096953	0.000911068167357849	0.994804908383692	0.999416097358588	-0.00226208058073693
"EIF4G1"	0.000227989249875452	8.98956389485921	4.20641509364344e-05	0.994892530584604	0.999416097358588	-0.00222382970135432
"B9D2"	0.0037378412132895	2.7022648989219	0.000896495789074439	0.994917935021026	0.999416097358588	-0.00221274019635349
"SEC16A"	0.000737353729778387	6.90730185721196	0.00019259263525635	0.995017211965605	0.999416097358588	-0.0021694066944432
"ITGA9"	0.00385987395398386	2.58479492478087	0.000605675374982578	0.995047520588383	0.999416097358588	-0.00215617811206369
"NBPF2P"	0.00452317460562561	2.27968077318819	0.000743799516306946	0.995088411152512	0.999416097358588	-0.00213833154582425
"SEC24B-AS1"	0.00428186581805854	2.35623913622234	0.000871916764019141	0.995145866471135	0.999416097358588	-0.00211325658040793
"TAS2R43"	0.00603236269028924	1.77999857185688	0.000745057785570496	0.995315040466165	0.999416097358588	-0.00203943314338999
"CASKIN1"	0.00198074943871128	3.90307645695565	0.000637564922267046	0.995436066467707	0.999416097358588	-0.00198662802423856
"ZMAT5"	0.00240513718425899	3.40212806832953	0.000708338301386545	0.995497576700017	0.999416097358588	-0.00195979282099307
"MEIS1"	0.00198836755606755	3.54142257625492	0.000408849773758656	0.996038688282253	0.999456649160831	-0.00172379231809085
"ZNF594-DT"	0.00401195796822367	2.10374934690766	0.000415438252875428	0.996086618573774	0.999456649160831	-0.00170289417372615
"ALKAL2"	0.00460307307409499	1.79577524910945	0.000465806130920577	0.996379159921655	0.999456649160831	-0.00157536466190472
"STAC3"	0.0029309705792317	2.46192641731418	0.000350325321636447	0.996477442102859	0.999456649160831	-0.00153252825414959
"IRF3"	0.000740874081098941	5.82634916199925	0.000228175620465475	0.996504483152424	0.999456649160831	-0.0015207431210655
"RPS6KB1"	0.000611881690472984	6.27514481855385	0.000180255238171652	0.996611582563901	0.999456649160831	-0.00147406978952762
"PSMD6-AS2"	0.00314889828658542	2.18551269839238	0.000305787756279105	0.996770792408635	0.999456649160831	-0.00140469628843945
"CRADD-AS1"	0.00282743759689474	2.17815677145473	0.000238433782889604	0.99710548403328	0.999456649160831	-0.00125889513838295
"DPCD"	0.000723431358803747	5.23653978308601	0.000138210400250824	0.997234833949021	0.999456649160831	-0.00120255976350916
"NDUFAF3"	0.000368784243939078	6.50346172019165	5.98429916184452e-05	0.997674268792633	0.999456649160831	-0.00101122860906091
"EI24"	0.000250815913118416	7.56693795182913	4.25974938794963e-05	0.997808086624736	0.999456649160831	-0.000952980691215958
"DOK3"	0.00185371187386351	2.41995984394477	0.000170242963478029	0.997822881262391	0.999456649160831	-0.000946541394974449
"PARD6B"	0.000640575612247852	4.94188964302089	9.55373868150483e-05	0.997826738787337	0.999456649160831	-0.000944862441133067
"TEKTIP1"	0.00133104053966319	3.06584403874984	0.000145954240983805	0.997850448076282	0.999456649160831	-0.00093454332396629
"LINC00664"	0.00112601756988693	3.15779365446599	0.000114551091244126	0.998096490492467	0.999456649160831	-0.000827471475371809
"RPN2"	0.000121333503139213	8.6693075199068	1.25887874636333e-05	0.998329773929216	0.999456649160831	-0.00072597640734336
"TINCR"	0.000914415595403335	3.27437566262231	6.39725792354983e-05	0.998366544971308	0.999456649160831	-0.000709980524018467
"FAM24B"	0.00213854897760033	1.73842785772822	8.51020479945544e-05	0.998393999590957	0.999456649160831	-0.000698037790224421
"ZFAND4"	0.000505736846173147	4.71076695599633	6.50153126963126e-05	0.998420011784437	0.999456649160831	-0.000686722813439568
"CMC1"	0.000407775820823443	4.63727591863595	4.2367432397736e-05	0.998756601103057	0.999476779318066	-0.000540337276792521
"SLC52A3"	0.000819235058525427	2.90981637977274	5.57840740392634e-05	0.998769980553527	0.999476779318066	-0.000534519460335455
"BMP2K"	0.000233609594974235	5.00233824546885	1.46081124363585e-05	0.999188747018673	0.999716883541547	-0.000352465681974111
"PSENEN"	0.000201505658429794	5.23086288972019	1.25176959804104e-05	0.999211054776278	0.999716883541547	-0.000342769788266353
"SNX11"	0.000225701150383285	4.40826169216996	1.10838695237763e-05	0.99937016506674	0.999716883541547	-0.000273620012794044
"MSTO1"	0.000386193372967106	2.96921461619565	1.13347875262412e-05	0.999401753236447	0.999716883541547	-0.000259893016059032
"CYB5A"	9.6004428194411e-06	6.29598660129514	4.09172902829621e-08	0.999939110275745	0.999950116578703	-2.64448763673418e-05
"ACYP2"	-1.84095979847988e-05	3.8533853206812	4.88890668615573e-08	0.999950116578703	0.999950116578703	2.16646349652784e-05
"FASTK"	-3.36855705948778e-05	7.15195097469219	7.05141269397047e-07	0.999848536703122	0.999950116578703	6.57846561512093e-05
"DCAF11"	-5.83768048476134e-05	7.41775211127174	2.3308568685987e-06	0.999546984278778	0.999754373514052	0.000196786805066559
"SLC25A18"	-0.000634373263185385	1.94821550917712	9.05027724922406e-06	0.999440374930416	0.999716883541547	0.00024311011125805
"JMJD6"	-0.000173254918000961	5.50969806868458	1.07471778555634e-05	0.99926979027708	0.999716883541547	0.000317241893955446
"PCDHA13"	-0.000478126395477854	4.15361483105938	4.5142497564615e-05	0.998785673814458	0.999476779318066	0.000527695623802361
"PIPOX"	-0.00159476016515467	1.84951206376127	6.15111630601238e-05	0.998693412531418	0.999476779318066	0.000567814758385555
"GRIP1"	-0.000707076766241005	3.61093347212215	6.62791135041746e-05	0.998557906130816	0.999476779318066	0.000626745431340361
"KIF5A"	-0.0014379903340321	2.5901390318156	0.000100703853526733	0.998154832163427	0.999456649160831	0.000802086429428312
"ENTPD1"	-0.000403401272335318	5.87580668855815	6.82253509250775e-05	0.998059601189499	0.999456649160831	0.00084352314667029
"GPR18"	-0.00211106898272543	2.05568716030759	0.000115518162852843	0.998004377531917	0.999456649160831	0.000867553768955128
"DPY19L2P3"	-0.00138480750892039	2.91257186516656	0.000158964339434986	0.997915293107189	0.999456649160831	0.000906321736101015
"CYB561D1"	-0.000944479325735866	3.79636647797013	0.000119011615903927	0.997910691352102	0.999456649160831	0.000908324432585492
"TMOD3"	-0.00031942157164899	6.76575259634707	6.0188648624276e-05	0.997884217143708	0.999456649160831	0.000919846260374497
"TMEM262"	-0.0022353908274255	2.0571560301131	0.000169848037044457	0.997883535159266	0.999456649160831	0.000920143070541488
"CREBZF"	-0.000288804545180255	7.65103969760317	4.99279531505175e-05	0.997352633648603	0.999456649160831	0.00115126117631865
"PDE8B"	-0.00152098582559411	3.33445191212317	0.000151318546952466	0.997233532410718	0.999456649160831	0.00120312658212862
"DMD"	-0.00295162512098202	2.08851344441594	0.000270427696379765	0.997148005708695	0.999456649160831	0.0012403749962929
"GID4"	-0.00114151711040687	4.12072014299821	0.000198558940848936	0.997132279974383	0.999456649160831	0.00124722418362603
"SEC24C"	-0.000396587262283068	7.25007743493752	9.28764325042549e-05	0.99698637076076	0.999456649160831	0.00131077864306107
"MAST3"	-0.00164011457210618	3.51366886780628	0.00032838480757053	0.996782522531896	0.999456649160831	0.00139958548677069
"NIF3L1"	-0.000725527125053165	5.69895909306588	0.000178461749327495	0.996727779121701	0.999456649160831	0.00142343764439891
"DROSHA"	-0.000911239230397859	5.18279549829803	0.000136504733241128	0.99659693499539	0.999456649160831	0.00148045282283467
"GNB4"	-0.00220985974832832	3.1283247176986	0.000446389400463107	0.996326814363996	0.999456649160831	0.00159818126118437
"ANKRD20A8P"	-0.00276485118936104	2.65916175975459	0.000494898761533901	0.996320544036071	0.999456649160831	0.00160091447818444
"SLC35E1P1"	-0.00428414440848638	2.00071703268706	0.000536764046138982	0.996092932233704	0.999456649160831	0.00170014142218114
"CHST7"	-0.00346436358766454	2.38496435003143	0.000530071637505785	0.996007116794024	0.999456649160831	0.00173755839022586
"DUSP8P5"	-0.00465674450397343	1.97380352468683	0.000567547622910708	0.995830084061996	0.999456649160831	0.00181475781074618
"TPRN"	-0.00105999329733829	5.43010241877461	0.000377350488873073	0.995684354220892	0.999416097358588	0.00187831714502614
"CSAG4"	-0.00436626402266246	2.14232281427486	0.000627700756504972	0.99563650762678	0.999416097358588	0.00189918722398007
"ANKRD31"	-0.00535621746559874	1.85446367391392	0.000622828761431553	0.995595784848921	0.999416097358588	0.00191695077450228
"PHETA1"	-0.00156380317696848	4.45656699846127	0.000437652140766022	0.995520195264352	0.999416097358588	0.00194992538754473
"MSI1"	-0.00224479647521903	3.59683692827947	0.000507645594524319	0.995434319958194	0.999416097358588	0.00198739000196374
"TRAPPC6B"	-0.000968453476602581	5.89908992376277	0.000303428196214673	0.995343101194093	0.999416097358588	0.00202718933412605
"RHOD"	-0.00168624365108158	4.38312240390283	0.000607793773999047	0.995329228462724	0.999416097358588	0.00203324241538188
"ARAP1"	-0.00112923713645891	5.52872002641665	0.000349577743657582	0.995242946780225	0.999416097358588	0.00207089154871969
"TMEM81"	-0.00388219759918809	2.67764870858303	0.000857427880103878	0.994786024595472	0.999416097358588	0.00227032461209598
"YAP1"	-0.000980261195392935	6.22423219227274	0.00038233303295506	0.994674739939423	0.999416097358588	0.00231891095564652
"FTCDNL1"	-0.00512039078646806	2.21531525755621	0.00101261317887712	0.994649181874725	0.999416097358588	0.00233007025086777
"ZBTB12"	-0.00511580786100992	2.3607120300218	0.00125078070757806	0.994184654461676	0.999416097358588	0.00253294461086977
"DPY19L4"	-0.00103910905151103	6.37928160813861	0.000478921585857933	0.994063821688324	0.999416097358588	0.00258573178248736
"PLPP6"	-0.0015600775709457	5.27161533620335	0.000677144272856125	0.994016362752693	0.999416097358588	0.0026064665134371
"FOXO6"	-0.00768176747444474	1.80393392329175	0.00127811381635896	0.993922895000952	0.999416097358588	0.0026473053154162
"COMMD3"	-0.00187063079821235	4.85259182520328	0.000831434331297597	0.993824918189634	0.999416097358588	0.00269011838079799
"TMEM201"	-0.00231461141262015	4.31856789604138	0.00118039515584238	0.993738048350814	0.999416097358588	0.00272808154704982
"SLC22A5"	-0.00207263646825178	4.73183803432919	0.000793344842902902	0.99339760316441	0.999416097358588	0.00287689219032893
"CWF19L1"	-0.00162990473033764	5.40406034576931	0.000819453682206576	0.993389758533581	0.999416097358588	0.00288032172682314
"PPFIA4"	-0.00601846233898194	2.30120822201284	0.00144649268158941	0.993389251910371	0.999416097358588	0.00288054321463167
"ZXDA"	-0.00368969569008922	3.31927516763307	0.00144757543021398	0.993342419089168	0.999416097358588	0.00290101828544378
"B3GAT3"	-0.00160472768125312	5.51448982716649	0.000853302244817887	0.993243409502665	0.999416097358588	0.00294430795004373
"TCTN3"	-0.00155761493898532	5.68603499208302	0.000938152805391794	0.992997388260191	0.999416097358588	0.00305189376612824
"CBR3-AS1"	-0.00465323614714329	2.9263404532227	0.00148055718518588	0.992950428426498	0.999416097358588	0.00307243246958902
"ADGRL2"	-0.00249207643016694	4.46557947599407	0.00121435543886092	0.992875184676999	0.999416097358588	0.00310534366280273
"WDR59"	-0.00169934865361695	5.52725253855025	0.00103885625923572	0.992794802018561	0.999416097358588	0.0031405053414838
"CD200R1"	-0.00849086648353392	1.91756664465874	0.0020185851121348	0.992690901625042	0.999416097358588	0.00318595856991172
"MYT1"	-0.00840044967225101	1.96772540942263	0.00170011542025208	0.99250888538457	0.999416097358588	0.00326559654850967
"CROCC2"	-0.00819684420583832	2.00604168211424	0.00213021341562318	0.992497935423125	0.999416097358588	0.00327038797570561
"SENP6"	-0.000838352956925384	7.6542839864089	0.000549255731305054	0.992435679902465	0.999416097358588	0.00329763042743376
"R3HCC1L"	-0.0022398060780963	4.92265405421723	0.00143962008843445	0.992388119904399	0.999416097358588	0.00331844340309974
"MAGT1"	-0.000810704423182932	7.80826965631912	0.000432895770145704	0.992301746992934	0.999416097358588	0.00335624404841414
